date,product_id,product_name,category,sales,is_weekend,is_holiday,holiday_name,is_black_friday,is_diwali_season,is_bulk_order,supplier_disruption,disruption_type,disruption_severity,demand_spike,demand_spike_reason,competitor_stockout,price_event,lead_time_days,supply_available,uncertainty
2025-08-12,P1,iPhone 14,Electronics,290,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1941
2025-08-13,P1,iPhone 14,Electronics,310,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1943
2025-08-14,P1,iPhone 14,Electronics,330,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1971
2025-08-15,P1,iPhone 14,Electronics,150,0,1,2025-08-15,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2694
2025-08-16,P1,iPhone 14,Electronics,257,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2579
2025-08-17,P1,iPhone 14,Electronics,184,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2602
2025-08-18,P1,iPhone 14,Electronics,295,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2605
2025-08-19,P1,iPhone 14,Electronics,295,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2613
2025-08-20,P1,iPhone 14,Electronics,314,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2626
2025-08-21,P1,iPhone 14,Electronics,329,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.262
2025-08-22,P1,iPhone 14,Electronics,331,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1803
2025-08-23,P1,iPhone 14,Electronics,205,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2141
2025-08-24,P1,iPhone 14,Electronics,208,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1905
2025-08-25,P1,iPhone 14,Electronics,289,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1904
2025-08-26,P1,iPhone 14,Electronics,300,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1907
2025-08-27,P1,iPhone 14,Electronics,129,0,1,2025-08-27,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2982
2025-08-28,P1,iPhone 14,Electronics,400,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3419
2025-08-29,P1,iPhone 14,Electronics,333,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3423
2025-08-30,P1,iPhone 14,Electronics,205,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3419
2025-08-31,P1,iPhone 14,Electronics,215,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.338
2025-09-01,P1,iPhone 14,Electronics,476,0,0,,0,0,1,0,,0.0,0,,0,0,8,1.0,0.4097
2025-09-02,P1,iPhone 14,Electronics,297,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4101
2025-09-03,P1,iPhone 14,Electronics,316,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3003
2025-09-04,P1,iPhone 14,Electronics,331,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2899
2025-09-05,P1,iPhone 14,Electronics,335,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2899
2025-09-06,P1,iPhone 14,Electronics,207,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2885
2025-09-07,P1,iPhone 14,Electronics,205,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.296
2025-09-08,P1,iPhone 14,Electronics,472,0,0,,0,0,0,0,,0.0,1,flash_sale,0,0,8,1.0,0.2927
2025-09-09,P1,iPhone 14,Electronics,489,0,0,,0,0,0,0,,0.0,1,flash_sale,0,0,8,1.0,0.3347
2025-09-10,P1,iPhone 14,Electronics,677,0,0,,0,0,0,0,,0.0,1,flash_sale,0,1,9,1.0,0.4372
2025-09-11,P1,iPhone 14,Electronics,460,0,0,,0,0,0,0,,0.0,1,flash_sale,0,1,9,1.0,0.4169
2025-09-12,P1,iPhone 14,Electronics,535,0,0,,0,0,0,0,,0.0,1,flash_sale,0,0,6,1.0,0.396
2025-09-13,P1,iPhone 14,Electronics,221,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3873
2025-09-14,P1,iPhone 14,Electronics,191,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3963
2025-09-15,P1,iPhone 14,Electronics,298,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4352
2025-09-16,P1,iPhone 14,Electronics,306,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.4645
2025-09-17,P1,iPhone 14,Electronics,323,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3699
2025-09-18,P1,iPhone 14,Electronics,334,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.35
2025-09-19,P1,iPhone 14,Electronics,341,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2024
2025-09-20,P1,iPhone 14,Electronics,224,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2004
2025-09-21,P1,iPhone 14,Electronics,190,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2018
2025-09-22,P1,iPhone 14,Electronics,302,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2019
2025-09-23,P1,iPhone 14,Electronics,303,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2017
2025-09-24,P1,iPhone 14,Electronics,327,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2029
2025-09-25,P1,iPhone 14,Electronics,334,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.203
2025-09-26,P1,iPhone 14,Electronics,341,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2033
2025-09-27,P1,iPhone 14,Electronics,210,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2137
2025-09-28,P1,iPhone 14,Electronics,217,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1882
2025-09-29,P1,iPhone 14,Electronics,300,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1881
2025-09-30,P1,iPhone 14,Electronics,312,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1889
2025-10-01,P1,iPhone 14,Electronics,325,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1881
2025-10-02,P1,iPhone 14,Electronics,137,0,1,2025-10-02,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2873
2025-10-03,P1,iPhone 14,Electronics,415,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3351
2025-10-04,P1,iPhone 14,Electronics,216,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3318
2025-10-05,P1,iPhone 14,Electronics,212,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3343
2025-10-06,P1,iPhone 14,Electronics,465,0,0,,0,0,1,0,,0.0,0,,0,0,7,1.0,0.3937
2025-10-07,P1,iPhone 14,Electronics,309,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.394
2025-10-08,P1,iPhone 14,Electronics,327,0,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,14,0.33,0.3939
2025-10-09,P1,iPhone 14,Electronics,344,0,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,18,0.48,0.287
2025-10-10,P1,iPhone 14,Electronics,351,0,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,14,0.33,0.2728
2025-10-11,P1,iPhone 14,Electronics,225,1,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,15,0.55,0.2664
2025-10-12,P1,iPhone 14,Electronics,195,1,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,14,0.42,0.28
2025-10-13,P1,iPhone 14,Electronics,302,0,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,14,0.31,0.2044
2025-10-14,P1,iPhone 14,Electronics,312,0,0,,0,0,0,1,logistics_strike,0.7,0,,0,0,17,0.45,0.2045
2025-10-15,P1,iPhone 14,Electronics,432,0,0,,0,1,0,1,logistics_strike,0.7,0,,0,0,14,0.59,0.2575
2025-10-16,P1,iPhone 14,Electronics,436,0,0,,0,1,0,1,logistics_strike,0.7,0,,0,0,16,0.51,0.2879
2025-10-17,P1,iPhone 14,Electronics,430,0,0,,0,1,0,1,logistics_strike,0.7,0,,0,0,18,0.34,0.3039
2025-10-18,P1,iPhone 14,Electronics,285,1,0,,0,1,0,1,logistics_strike,0.7,0,,0,0,16,0.36,0.2716
2025-10-19,P1,iPhone 14,Electronics,262,1,0,,0,1,0,0,,0.0,0,,0,0,6,1.0,0.2204
2025-10-20,P1,iPhone 14,Electronics,161,0,1,2025-10-20,0,1,0,0,,0.0,0,,0,0,6,1.0,0.3192
2025-10-21,P1,iPhone 14,Electronics,205,0,1,2025-10-21,0,1,0,0,,0.0,0,,0,0,8,1.0,0.3673
2025-10-22,P1,iPhone 14,Electronics,183,0,1,2025-10-22,0,1,0,0,,0.0,0,,0,0,7,1.0,0.4017
2025-10-23,P1,iPhone 14,Electronics,527,0,0,,0,1,0,0,,0.0,0,,0,0,6,1.0,0.4643
2025-10-24,P1,iPhone 14,Electronics,487,0,0,,0,1,0,0,,0.0,0,,0,0,6,1.0,0.4875
2025-10-25,P1,iPhone 14,Electronics,263,1,0,,0,1,0,0,,0.0,0,,0,0,8,1.0,0.4947
2025-10-26,P1,iPhone 14,Electronics,305,1,0,,0,1,0,0,,0.0,0,,0,0,5,1.0,0.4819
2025-10-27,P1,iPhone 14,Electronics,412,0,0,,0,1,0,0,,0.0,0,,0,0,7,1.0,0.3998
2025-10-28,P1,iPhone 14,Electronics,391,0,0,,0,1,0,0,,0.0,0,,0,0,7,1.0,0.3349
2025-10-29,P1,iPhone 14,Electronics,430,0,0,,0,1,0,0,,0.0,0,,0,0,5,1.0,0.2322
2025-10-30,P1,iPhone 14,Electronics,477,0,0,,0,1,0,0,,0.0,0,,0,0,7,1.0,0.2119
2025-10-31,P1,iPhone 14,Electronics,488,0,0,,0,1,0,0,,0.0,0,,0,0,8,1.0,0.2122
2025-11-01,P1,iPhone 14,Electronics,260,1,0,,0,1,0,0,,0.0,0,,0,0,7,1.0,0.2145
2025-11-02,P1,iPhone 14,Electronics,314,1,0,,0,1,0,0,,0.0,0,,0,0,9,1.0,0.2101
2025-11-03,P1,iPhone 14,Electronics,597,0,0,,0,1,1,0,,0.0,0,,0,0,6,1.0,0.2677
2025-11-04,P1,iPhone 14,Electronics,381,0,0,,0,1,0,0,,0.0,0,,0,0,5,1.0,0.2699
2025-11-05,P1,iPhone 14,Electronics,138,0,1,2025-11-05,0,1,0,0,,0.0,0,,0,0,9,1.0,0.4101
2025-11-06,P1,iPhone 14,Electronics,419,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.4069
2025-11-07,P1,iPhone 14,Electronics,354,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.4034
2025-11-08,P1,iPhone 14,Electronics,230,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4186
2025-11-09,P1,iPhone 14,Electronics,227,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4548
2025-11-10,P1,iPhone 14,Electronics,318,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.339
2025-11-11,P1,iPhone 14,Electronics,324,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3279
2025-11-12,P1,iPhone 14,Electronics,437,0,0,,0,0,0,0,,0.0,0,,0,1,6,1.0,0.2496
2025-11-13,P1,iPhone 14,Electronics,301,0,0,,0,0,0,0,,0.0,0,,0,1,6,1.0,0.2317
2025-11-14,P1,iPhone 14,Electronics,355,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.232
2025-11-15,P1,iPhone 14,Electronics,228,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2335
2025-11-16,P1,iPhone 14,Electronics,224,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2355
2025-11-17,P1,iPhone 14,Electronics,605,0,0,,0,0,0,0,,0.0,1,influencer_campaign,0,0,5,1.0,0.3762
2025-11-18,P1,iPhone 14,Electronics,616,0,0,,0,0,0,0,,0.0,1,influencer_campaign,0,0,6,1.0,0.4155
2025-11-19,P1,iPhone 14,Electronics,638,0,0,,0,0,0,0,,0.0,1,influencer_campaign,0,0,9,1.0,0.4446
2025-11-20,P1,iPhone 14,Electronics,360,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.4239
2025-11-21,P1,iPhone 14,Electronics,391,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.4145
2025-11-22,P1,iPhone 14,Electronics,263,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3957
2025-11-23,P1,iPhone 14,Electronics,225,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3949
2025-11-24,P1,iPhone 14,Electronics,354,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3959
2025-11-25,P1,iPhone 14,Electronics,358,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3573
2025-11-26,P1,iPhone 14,Electronics,376,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1881
2025-11-27,P1,iPhone 14,Electronics,391,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1955
2025-11-28,P1,iPhone 14,Electronics,787,0,0,,1,0,0,0,,0.0,0,,0,0,5,1.0,0.4667
2025-11-29,P1,iPhone 14,Electronics,219,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4893
2025-11-30,P1,iPhone 14,Electronics,219,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.4928
2025-12-01,P1,iPhone 14,Electronics,464,0,0,,0,0,1,0,,0.0,0,,0,0,7,1.0,0.4772
2025-12-02,P1,iPhone 14,Electronics,325,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.487
2025-12-03,P1,iPhone 14,Electronics,339,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4965
2025-12-04,P1,iPhone 14,Electronics,357,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.504
2025-12-05,P1,iPhone 14,Electronics,363,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.263
2025-12-06,P1,iPhone 14,Electronics,216,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2656
2025-12-07,P1,iPhone 14,Electronics,199,1,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,14,0.62,0.2809
2025-12-08,P1,iPhone 14,Electronics,324,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,10,0.64,0.2213
2025-12-09,P1,iPhone 14,Electronics,329,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,10,0.75,0.2216
2025-12-10,P1,iPhone 14,Electronics,342,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,11,0.72,0.2221
2025-12-11,P1,iPhone 14,Electronics,358,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,14,0.66,0.2226
2025-12-12,P1,iPhone 14,Electronics,364,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,14,0.8,0.2231
2025-12-13,P1,iPhone 14,Electronics,218,1,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,12,0.75,0.2209
2025-12-14,P1,iPhone 14,Electronics,219,1,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,10,0.68,0.2032
2025-12-15,P1,iPhone 14,Electronics,323,0,0,,0,0,0,1,weather_disruption,0.4,0,,0,0,11,0.7,0.2032
2025-12-16,P1,iPhone 14,Electronics,329,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2032
2025-12-17,P1,iPhone 14,Electronics,347,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2042
2025-12-18,P1,iPhone 14,Electronics,366,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2069
2025-12-19,P1,iPhone 14,Electronics,368,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2084
2025-12-20,P1,iPhone 14,Electronics,226,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2018
2025-12-21,P1,iPhone 14,Electronics,217,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2035
2025-12-22,P1,iPhone 14,Electronics,325,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2035
2025-12-23,P1,iPhone 14,Electronics,332,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2037
2025-12-24,P1,iPhone 14,Electronics,347,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2037
2025-12-25,P1,iPhone 14,Electronics,115,0,1,2025-12-25,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3334
2025-12-26,P1,iPhone 14,Electronics,438,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3721
2025-12-27,P1,iPhone 14,Electronics,224,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3734
2025-12-28,P1,iPhone 14,Electronics,235,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3638
2025-12-29,P1,iPhone 14,Electronics,329,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.364
2025-12-30,P1,iPhone 14,Electronics,335,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3642
2025-12-31,P1,iPhone 14,Electronics,352,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3649
2025-01-01,P2,Wheat Flour,Grocery,81,0,1,2025-01-01,0,0,0,0,,0.0,0,,0,1,5,1.0,0.0
2025-01-02,P2,Wheat Flour,Grocery,170,0,0,,0,0,0,0,,0.0,0,,0,1,8,1.0,0.4972
2025-01-03,P2,Wheat Flour,Grocery,164,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3564
2025-01-04,P2,Wheat Flour,Grocery,114,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3182
2025-01-05,P2,Wheat Flour,Grocery,93,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3241
2025-01-06,P2,Wheat Flour,Grocery,131,0,0,,0,0,1,0,,0.0,0,,0,0,9,1.0,0.2882
2025-01-07,P2,Wheat Flour,Grocery,135,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2618
2025-01-08,P2,Wheat Flour,Grocery,152,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1997
2025-01-09,P2,Wheat Flour,Grocery,161,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1893
2025-01-10,P2,Wheat Flour,Grocery,170,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1964
2025-01-11,P2,Wheat Flour,Grocery,97,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2229
2025-01-12,P2,Wheat Flour,Grocery,94,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2225
2025-01-13,P2,Wheat Flour,Grocery,134,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2215
2025-01-14,P2,Wheat Flour,Grocery,61,0,1,2025-01-14,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3283
2025-01-15,P2,Wheat Flour,Grocery,182,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3538
2025-01-16,P2,Wheat Flour,Grocery,167,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3572
2025-01-17,P2,Wheat Flour,Grocery,169,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3569
2025-01-18,P2,Wheat Flour,Grocery,110,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3418
2025-01-19,P2,Wheat Flour,Grocery,95,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3404
2025-01-20,P2,Wheat Flour,Grocery,127,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3431
2025-01-21,P2,Wheat Flour,Grocery,134,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2333
2025-01-22,P2,Wheat Flour,Grocery,153,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2071
2025-01-23,P2,Wheat Flour,Grocery,169,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.209
2025-01-24,P2,Wheat Flour,Grocery,168,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.207
2025-01-25,P2,Wheat Flour,Grocery,111,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2056
2025-01-26,P2,Wheat Flour,Grocery,37,1,1,2025-01-26,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3543
2025-01-27,P2,Wheat Flour,Grocery,163,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3542
2025-01-28,P2,Wheat Flour,Grocery,132,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3551
2025-01-29,P2,Wheat Flour,Grocery,151,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3549
2025-01-30,P2,Wheat Flour,Grocery,171,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3561
2025-01-31,P2,Wheat Flour,Grocery,310,0,0,,0,0,0,0,,0.0,1,viral_social_trend,0,0,5,1.0,0.5349
2025-02-01,P2,Wheat Flour,Grocery,194,1,0,,0,0,0,0,,0.0,1,viral_social_trend,0,0,5,1.0,0.4896
2025-02-02,P2,Wheat Flour,Grocery,169,1,0,,0,0,0,0,,0.0,1,viral_social_trend,0,0,6,1.0,0.3168
2025-02-03,P2,Wheat Flour,Grocery,137,0,0,,0,0,1,0,,0.0,0,,0,0,7,1.0,0.3365
2025-02-04,P2,Wheat Flour,Grocery,140,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3292
2025-02-05,P2,Wheat Flour,Grocery,151,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3293
2025-02-06,P2,Wheat Flour,Grocery,170,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3296
2025-02-07,P2,Wheat Flour,Grocery,167,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1239
2025-02-08,P2,Wheat Flour,Grocery,103,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1639
2025-02-09,P2,Wheat Flour,Grocery,102,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2001
2025-02-10,P2,Wheat Flour,Grocery,134,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.201
2025-02-11,P2,Wheat Flour,Grocery,139,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2012
2025-02-12,P2,Wheat Flour,Grocery,152,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2017
2025-02-13,P2,Wheat Flour,Grocery,172,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2042
2025-02-14,P2,Wheat Flour,Grocery,172,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2095
2025-02-15,P2,Wheat Flour,Grocery,102,1,0,,0,0,0,1,port_congestion,0.6,0,,0,0,17,0.58,0.2102
2025-02-16,P2,Wheat Flour,Grocery,92,1,0,,0,0,0,1,port_congestion,0.6,0,,0,0,15,0.56,0.2286
2025-02-17,P2,Wheat Flour,Grocery,130,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,14,0.47,0.2305
2025-02-18,P2,Wheat Flour,Grocery,139,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,15,0.49,0.2303
2025-02-19,P2,Wheat Flour,Grocery,150,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,15,0.69,0.2298
2025-02-20,P2,Wheat Flour,Grocery,173,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,17,0.7,0.2309
2025-02-21,P2,Wheat Flour,Grocery,172,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,13,0.43,0.2309
2025-02-22,P2,Wheat Flour,Grocery,108,1,0,,0,0,0,1,port_congestion,0.6,0,,0,0,16,0.59,0.2221
2025-02-23,P2,Wheat Flour,Grocery,101,1,0,,0,0,0,1,port_congestion,0.6,0,,0,0,14,0.59,0.2037
2025-02-24,P2,Wheat Flour,Grocery,129,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,16,0.65,0.2043
2025-02-25,P2,Wheat Flour,Grocery,136,0,0,,0,0,0,1,port_congestion,0.6,0,,0,0,16,0.62,0.205
2025-02-26,P2,Wheat Flour,Grocery,157,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2077
2025-02-27,P2,Wheat Flour,Grocery,172,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.207
2025-02-28,P2,Wheat Flour,Grocery,175,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2096
2025-03-01,P2,Wheat Flour,Grocery,104,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2164
2025-03-02,P2,Wheat Flour,Grocery,97,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2236
2025-03-03,P2,Wheat Flour,Grocery,137,0,0,,0,0,1,0,,0.0,0,,0,0,6,1.0,0.2196
2025-03-04,P2,Wheat Flour,Grocery,139,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2187
2025-03-05,P2,Wheat Flour,Grocery,206,0,0,,0,0,0,0,,0.0,0,,0,1,9,1.0,0.2677
2025-03-06,P2,Wheat Flour,Grocery,143,0,0,,0,0,0,0,,0.0,0,,0,1,8,1.0,0.2644
2025-03-07,P2,Wheat Flour,Grocery,173,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2632
2025-03-08,P2,Wheat Flour,Grocery,95,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2763
2025-03-09,P2,Wheat Flour,Grocery,91,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2867
2025-03-10,P2,Wheat Flour,Grocery,137,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.287
2025-03-11,P2,Wheat Flour,Grocery,135,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2888
2025-03-12,P2,Wheat Flour,Grocery,150,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2213
2025-03-13,P2,Wheat Flour,Grocery,168,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2375
2025-03-14,P2,Wheat Flour,Grocery,177,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.243
2025-03-15,P2,Wheat Flour,Grocery,102,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.232
2025-03-16,P2,Wheat Flour,Grocery,93,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.229
2025-03-17,P2,Wheat Flour,Grocery,50,0,1,2025-03-17,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3653
2025-03-18,P2,Wheat Flour,Grocery,164,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3717
2025-03-19,P2,Wheat Flour,Grocery,150,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3717
2025-03-20,P2,Wheat Flour,Grocery,168,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3714
2025-03-21,P2,Wheat Flour,Grocery,172,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3672
2025-03-22,P2,Wheat Flour,Grocery,115,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3548
2025-03-23,P2,Wheat Flour,Grocery,100,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3454
2025-03-24,P2,Wheat Flour,Grocery,134,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1954
